"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","YrTag","Note","edited","plantid"
2017,1,3610,0,"C",8,NA,22.8,3,"4.5","2016",NA,FALSE,"3610_1_0C"
2017,1,3611,7,"I",3,NA,7.9,0,NA,"2016",NA,FALSE,"3611_1_7I"
2017,1,3627,7,"I",3,NA,9,0,NA,"2016",NA,FALSE,"3627_1_7I"
2017,1,3629,4,"I",6,NA,14,0,NA,"2017",NA,FALSE,"3629_1_4I"
2017,1,3645,5,"J",4,NA,12.2,1,"3.4","2016",NA,FALSE,"3645_1_5J"
2017,1,3650,7,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3650_1_7E"
2017,1,3687,5,"I",0,NA,NA,NA,NA,"2016",NA,FALSE,"3687_1_5I"
2017,1,3692,7,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3692_1_7E"
2017,1,3814,0,"J",3,NA,6.5,1,"4.5","2017",NA,FALSE,"3814_1_0J"
2017,1,3821,4,"A",4,NA,24,1,"1.5","2017",NA,FALSE,"3821_1_4A"
2017,1,3845,7,"G",1,NA,10,0,NA,"2016",NA,FALSE,"3845_1_7G"
2017,1,3860,3,"D",4,NA,12.5,1,"4","2016",NA,FALSE,"3860_1_3D"
2017,1,3871,8,"J",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3871_1_8J"
2017,1,3875,9,"B",2,NA,16,0,NA,"2016",NA,FALSE,"3875_1_9B"
2017,1,3878,9,"E",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3878_1_9E"
2017,1,3879,3,"D",3,NA,14.5,1,"3","2016",NA,FALSE,"3879_1_3D"
2017,1,3930,8,"G",3,NA,16,0,NA,"2016",NA,FALSE,"3930_1_8G"
2017,1,3935,4,"I",2,NA,15,0,NA,"2016",NA,FALSE,"3935_1_4I"
2017,1,3982,8,"B",1,NA,8,0,NA,"2017",NA,FALSE,"3982_1_8B"
2017,2,3013,3,"I",1,NA,9.5,0,NA,"2017",NA,FALSE,"3013_2_3I"
2017,2,3185,7,"I",1,NA,8.5,0,NA,"2017",NA,FALSE,"3185_2_7I"
2017,2,3323,2,"C",1,NA,9.5,0,NA,"2016",NA,FALSE,"3323_2_2C"
2017,2,3501,0,"J",1,NA,16,NA,NA,"2016",NA,FALSE,"3501_2_0J"
2017,2,3502,8,"B",1,NA,11.5,0,NA,"2016",NA,FALSE,"3502_2_8B"
2017,2,3519,9,"G",1,NA,11.1,1,"3","2017",NA,FALSE,"3519_2_9G"
2017,2,3523,2,"D",2,NA,9,1,"3","2016",NA,FALSE,"3523_2_2D"
2017,2,3531,9,"B",1,NA,15.4,0,NA,"2016",NA,FALSE,"3531_2_9B"
2017,2,3533,2,"C",2,NA,9.5,0,NA,"2016",NA,FALSE,"3533_2_2C"
2017,2,3539,7,"D",1,NA,9.5,0,NA,"2016",NA,FALSE,"3539_2_7D"
2017,2,3540,2,"B",1,NA,8.5,0,NA,"2016",NA,FALSE,"3540_2_2B"
2017,2,3544,0,"D",2,NA,9.5,0,NA,"2016",NA,FALSE,"3544_2_0D"
2017,2,3549,7,"A",3,NA,6,0,NA,"2016",NA,FALSE,"3549_2_7A"
2017,2,3550,9,"I",1,NA,10,0,NA,"2016",NA,FALSE,"3550_2_9I"
2017,2,3574,0,"A",2,NA,9,0,NA,"2016",NA,FALSE,"3574_2_0A"
2017,2,3576,1,"B",4,NA,7,1,"1","2016",NA,FALSE,"3576_2_1B"
2017,2,3584,7,"F",5,NA,8,1,"3","2016",NA,FALSE,"3584_2_7F"
2017,2,3597,7,"H",2,NA,9.5,1,"1.6","2016",NA,FALSE,"3597_2_7H"
2017,2,3598,6,"D",1,NA,9.4,0,NA,"2016",NA,FALSE,"3598_2_6D"
2017,2,3619,3,"A",1,NA,9,0,NA,"2016",NA,FALSE,"3619_2_3A"
2017,2,3623,6,"E",2,NA,11,0,NA,"2016",NA,FALSE,"3623_2_6E"
2017,2,3652,0,"C",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3652_2_0C"
2017,2,3654,3,"G",1,NA,10,0,NA,"2016",NA,FALSE,"3654_2_3G"
2017,2,3667,5,"B",3,NA,7,0,NA,"2016",NA,FALSE,"3667_2_5B"
2017,2,3668,7,"A",3,NA,4.1,0,NA,"2016",NA,FALSE,"3668_2_7A"
2017,2,3698,5,"J",4,NA,7.1,2,"3.5","2017",NA,FALSE,"3698_2_5J"
2017,2,3703,7,"C",1,NA,5.4,0,NA,"2016",NA,FALSE,"3703_2_7C"
2017,2,3841,1,"C",4,NA,11.5,2,"2.5","2016",NA,FALSE,"3841_2_1C"
2017,2,3847,4,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3847_2_4E"
2017,2,3858,6,"B",3,NA,8.3,0,NA,"2016",NA,FALSE,"3858_2_6B"
2017,2,3861,7,"A",4,NA,5.2,0,NA,"2016",NA,FALSE,"3861_2_7A"
2017,2,3864,8,"G",1,NA,8,0,NA,"2016",NA,FALSE,"3864_2_8G"
2017,2,3865,9,"F",3,NA,7,0,NA,"2016",NA,FALSE,"3865_2_9F"
2017,2,3891,0,"J",2,NA,16.5,0,NA,"2017",NA,FALSE,"3891_2_0J"
2017,2,3908,8,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3908_2_8B"
2017,2,3934,3,"H",1,NA,7.5,0,NA,"2017",NA,FALSE,"3934_2_3H"
2017,3,3015,0,"F",2,NA,12.5,3,"4.5","2017",NA,FALSE,"3015_3_0F"
2017,3,3019,2,"A",6,NA,18.5,1,"2.2","2017",NA,FALSE,"3019_3_2A"
2017,3,3036,2,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3036_3_2B"
2017,3,3056,0,"B",2,NA,13.5,0,NA,"2016",NA,FALSE,"3056_3_0B"
2017,3,3071,0,"A",2,NA,17,0,NA,"2017",NA,FALSE,"3071_3_0A"
2017,3,3304,3,"B",2,NA,13,1,"3.5","2016",NA,FALSE,"3304_3_3B"
2017,3,3313,3,"B",3,NA,8,0,NA,"2016",NA,FALSE,"3313_3_3B"
2017,3,3349,1,"F",6,NA,25,2,"5","2016",NA,FALSE,"3349_3_1F"
2017,3,3507,3,"B",1,NA,12,1,"1.5","2016",NA,FALSE,"3507_3_3B"
2017,3,3568,2,"C",2,NA,7,0,NA,"2017",NA,FALSE,"3568_3_2C"
2017,3,3624,0,"D",6,NA,12,3,"5","2016",NA,FALSE,"3624_3_0D"
2017,3,3633,2,"B",1,NA,13.5,0,NA,"2016",NA,FALSE,"3633_3_2B"
2017,3,3651,3,"B",1,NA,12,0,NA,"2017",NA,FALSE,"3651_3_3B"
2017,3,3831,4,"B",1,NA,10,1,"3","2017",NA,FALSE,"3831_3_4B"
2017,3,3906,1,"C",1,NA,7,1,"1.5","2017",NA,FALSE,"3906_3_1C"
2017,4,3007,4,"H",3,NA,12,0,NA,"2016",NA,FALSE,"3007_4_4H"
2017,4,3011,3,"H",4,NA,10,1,"2.5","2016",NA,FALSE,"3011_4_3H"
2017,4,3064,1,"H",2,NA,9,0,NA,"2016",NA,FALSE,"3064_4_1H"
2017,4,3075,1,"I",3,NA,14,0,NA,"2016",NA,FALSE,"3075_4_1I"
2017,4,3090,18,"P",3,NA,16,0,NA,"2016","fixed ycoor (was P)",TRUE,"3090_4_18P"
2017,4,3103,11,"",1,NA,9,0,NA,"2017",NA,FALSE,"3103_4_11"
2017,4,3122,8,"J",3,NA,9.5,0,NA,"2017",NA,FALSE,"3122_4_8J"
2017,4,3342,14,"N",4,NA,9,2,"3.5","2016",NA,FALSE,"3342_4_14N"
2017,4,3364,3,"H",2,NA,11,1,"3","2016",NA,FALSE,"3364_4_3H"
2017,4,3555,11,"J",3,NA,12,1,"3","2016","fixed ycoor (was T)",TRUE,"3555_4_11J"
2017,4,3563,15,"H",5,NA,10,3,"3","2016","fixed ycoor (was R?)",TRUE,"3563_4_15H"
2017,4,3571,6,"J",2,NA,9,1,"1.5","2016",NA,FALSE,"3571_4_6J"
2017,4,3634,18,"E",6,NA,8.5,2,"3.5","2016","fixed ycoor (was O)",TRUE,"3634_4_18E"
2017,4,3656,0,"D",2,NA,10.5,0,NA,"2017",NA,FALSE,"3656_4_0D"
2017,4,3660,2,"G",2,NA,11,0,NA,"2017",NA,FALSE,"3660_4_2G"
2017,4,3680,4,"J",2,NA,7.5,0,NA,"2016",NA,FALSE,"3680_4_4J"
2017,4,3691,2,"H",2,NA,9.5,0,NA,"2017",NA,FALSE,"3691_4_2H"
2017,4,3805,0,"J",2,NA,10.5,1,"2","2016",NA,FALSE,"3805_4_0J"
2017,4,3812,1,"D",1,NA,11.5,0,NA,"2017",NA,FALSE,"3812_4_1D"
2017,4,3983,7,"I",5,NA,12,1,"3.5","2016",NA,FALSE,"3983_4_7I"
2017,5,3001,16,"I",0,NA,NA,NA,NA,"2016",NA,FALSE,"3001_5_16I"
2017,5,3003,10,"C",2,NA,10,1,"2.5","2017",NA,FALSE,"3003_5_10C"
2017,5,3010,14,"G",3,NA,13,1,"2.5","2016",NA,FALSE,"3010_5_14G"
2017,5,3022,14,"J",3,NA,11,1,"3","2016",NA,FALSE,"3022_5_14J"
2017,5,3024,0,"H",4,NA,15,2,"2","2016",NA,FALSE,"3024_5_0H"
2017,5,3034,8,"G",6,NA,12,0,NA,"2017",NA,FALSE,"3034_5_8G"
2017,5,3040,12,"D",4,NA,8.5,2,"2","2016",NA,FALSE,"3040_5_12D"
2017,5,3060,14,"D",5,NA,8,1,"2.5","2017",NA,FALSE,"3060_5_14D"
2017,5,3067,16,"F",2,NA,11.5,1,"2","2016",NA,FALSE,"3067_5_16F"
2017,5,3073,17,"G",4,NA,8.5,2,"3","2016",NA,FALSE,"3073_5_17G"
2017,5,3074,11,"C",2,NA,10,1,"1.5","2017",NA,FALSE,"3074_5_11C"
2017,5,3093,14,"A",2,NA,13,1,"5","2017",NA,FALSE,"3093_5_14A"
2017,5,3095,14,"B",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3095_5_14B"
2017,5,3105,1,"J",7,NA,11.5,2,"2.2","2016",NA,FALSE,"3105_5_1J"
2017,5,3106,17,"E",7,NA,15,3,"3","2017",NA,FALSE,"3106_5_17E"
2017,5,3108,1,"I",8,NA,16,4,"3","2017",NA,FALSE,"3108_5_1I"
2017,5,3109,12,"F",4,NA,7,1,"2.5","2017",NA,FALSE,"3109_5_12F"
2017,5,3120,7,"G",4,NA,11.5,2,"2","2016",NA,FALSE,"3120_5_7G"
2017,5,3124,16,"D",2,NA,12,2,"2","2016",NA,FALSE,"3124_5_16D"
2017,5,3125,3,"I",4,NA,10.5,1,"2","2017",NA,FALSE,"3125_5_3I"
2017,5,3135,18,"D",3,NA,12.5,2,"3","2016",NA,FALSE,"3135_5_18D"
2017,5,3144,14,"J",3,NA,10,1,"4","2017",NA,FALSE,"3144_5_14J"
2017,5,3148,2,"C",2,NA,11,2,"3","2017",NA,FALSE,"3148_5_2C"
2017,5,3152,1,"G",2,NA,11.5,1,"2","2017",NA,FALSE,"3152_5_1G"
2017,5,3153,14,"D",2,NA,13,1,"3.5","2017",NA,FALSE,"3153_5_14D"
2017,5,3161,2,"F",4,NA,14.5,3,"3","2017",NA,FALSE,"3161_5_2F"
2017,5,3170,9,"D",3,NA,13,1,"2.5","2016",NA,FALSE,"3170_5_9D"
2017,5,3174,10,"I",2,NA,11,0,NA,"2016",NA,FALSE,"3174_5_10I"
2017,5,3178,18,"E",5,NA,15,3,"4","2016",NA,FALSE,"3178_5_18E"
2017,5,3180,17,"B",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3180_5_17B"
2017,5,3180,18,"C",4,NA,14.5,2,"3.5","2016",NA,FALSE,"3180_5_18C"
2017,5,3184,11,"E",2,NA,9,2,"3","2016",NA,FALSE,"3184_5_11E"
2017,5,3186,15,"G",1,NA,11.5,0,NA,"2016",NA,FALSE,"3186_5_15G"
2017,5,3191,6,"E",3,NA,7,2,"5","2016",NA,FALSE,"3191_5_6E"
2017,5,3192,4,"C",6,NA,11,1,"2.5","2016",NA,FALSE,"3192_5_4C"
2017,5,3193,3,"B",5,NA,9.5,3,"5","2016",NA,FALSE,"3193_5_3B"
2017,5,3194,3,"C",5,NA,12,3,"2","2016",NA,FALSE,"3194_5_3C"
2017,5,3196,4,"D",6,NA,10.5,4,"4","2016",NA,FALSE,"3196_5_4D"
2017,5,3197,3,"A",0,NA,NA,NA,NA,"2016",NA,FALSE,"3197_5_3A"
2017,5,3198,9,"B",0,NA,NA,NA,NA,"2016",NA,FALSE,"3198_5_9B"
2017,5,3199,4,"B",5,NA,9,2,"4","2016",NA,FALSE,"3199_5_4B"
2017,5,3200,4,"F",7,NA,11.5,4,"2","2016",NA,FALSE,"3200_5_4F"
2017,5,3328,0,"H",10,NA,17,5,"3","2016",NA,FALSE,"3328_5_0H"
2017,5,3329,10,"H",3,NA,11,0,NA,"2017",NA,FALSE,"3329_5_10H"
2017,5,3330,9,"B",1,NA,10,1,"2.5","2016",NA,FALSE,"3330_5_9B"
2017,5,3331,13,"E",3,NA,9,1,"2.5","2017",NA,FALSE,"3331_5_13E"
2017,5,3334,18,"C",4,NA,15.5,2,"2.5","2016",NA,FALSE,"3334_5_18C"
2017,5,3338,3,"I",3,NA,10,2,"1.5","2017",NA,FALSE,"3338_5_3I"
2017,5,3342,17,"B",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3342_5_17B"
2017,5,3343,13,"C",1,NA,4.5,0,NA,"2016",NA,FALSE,"3343_5_13C"
2017,5,3361,13,"A",4,NA,15.5,2,"3","2017",NA,FALSE,"3361_5_13A"
2017,5,3362,10,"F",5,NA,6,4,"1.5","2016",NA,FALSE,"3362_5_10F"
2017,5,3363,8,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3363_5_8E"
2017,5,3508,2,"I",3,NA,12.5,0,NA,"2017",NA,FALSE,"3508_5_2I"
2017,5,3516,12,"C",3,NA,10,2,"2.5","2017",NA,FALSE,"3516_5_12C"
2017,5,3538,13,"C",2,NA,9,1,"3","2017",NA,FALSE,"3538_5_13C"
2017,5,3546,9,"F",4,NA,8,2,"2","2017",NA,FALSE,"3546_5_9F"
2017,5,3560,3,"B",4,NA,8,1,"4","2017",NA,FALSE,"3560_5_3B"
2017,5,3566,13,"H",2,NA,8.5,2,"2.5","2017",NA,FALSE,"3566_5_13H"
2017,5,3577,13,"G",3,NA,11,2,"3","2017",NA,FALSE,"3577_5_13G"
2017,5,3592,7,"J",3,NA,12,1,"2.5","2016",NA,FALSE,"3592_5_7J"
2017,5,3615,11,"J",3,NA,18.5,1,"3.5","2017",NA,FALSE,"3615_5_11J"
2017,5,3622,5,"D",2,NA,13,2,"3","2017",NA,FALSE,"3622_5_5D"
2017,5,3640,5,"G",3,NA,15,1,"3","2017",NA,FALSE,"3640_5_5G"
2017,5,3644,8,"H",2,NA,13,0,NA,"2017",NA,FALSE,"3644_5_8H"
2017,5,3649,11,"A",3,NA,11,1,"1.5","2017",NA,FALSE,"3649_5_11A"
2017,5,3663,19,"I",2,NA,10,0,NA,"2016",NA,FALSE,"3663_5_19I"
2017,5,3679,17,"F",4,NA,13.5,2,"2.5","2016",NA,FALSE,"3679_5_17F"
2017,5,3684,7,"E",3,NA,7.5,2,"2.5","2017",NA,FALSE,"3684_5_7E"
2017,5,3685,18,"B",5,NA,18.5,3,"4","2016",NA,FALSE,"3685_5_18B"
2017,5,3697,16,"G",3,NA,11.5,1,"3.5","2017",NA,FALSE,"3697_5_16G"
2017,5,3706,5,"I",5,NA,13,3,"4","2017",NA,FALSE,"3706_5_5I"
2017,5,3708,6,"F",6,NA,12.5,7,"3.5","2017",NA,FALSE,"3708_5_6F"
2017,5,3710,14,"H",2,NA,6,2,"1.5","2016",NA,FALSE,"3710_5_14H"
2017,5,3713,19,"F",3,NA,10,2,"2.5","2016",NA,FALSE,"3713_5_19F"
2017,5,3714,7,"G",1,NA,9.5,0,NA,"2017",NA,FALSE,"3714_5_7G"
2017,5,3803,8,"A",3,NA,9,1,"1.5","2017",NA,FALSE,"3803_5_8A"
2017,5,3807,11,"H",3,NA,12.5,2,"2.5","2017",NA,FALSE,"3807_5_11H"
2017,5,3810,8,"B",2,NA,8,2,"2.5","2017",NA,FALSE,"3810_5_8B"
2017,5,3811,16,"J",3,NA,10,2,"2.5","2017",NA,FALSE,"3811_5_16J"
2017,5,3817,17,"H",3,NA,10.5,2,"3.5","2017",NA,FALSE,"3817_5_17H"
2017,5,3820,3,"C",3,NA,11,2,"2.5","2017",NA,FALSE,"3820_5_3C"
2017,5,3827,11,"C",4,NA,12,2,"3","2017",NA,FALSE,"3827_5_11C"
2017,5,3833,16,"B",2,NA,10,1,"3","2016",NA,FALSE,"3833_5_16B"
2017,5,3836,9,"C",3,NA,11,1,"1.5","2016",NA,FALSE,"3836_5_9C"
2017,5,3869,18,"E",4,NA,14.5,2,"3.5","2016",NA,FALSE,"3869_5_18E"
2017,5,3877,3,"J",2,NA,13,0,NA,"2016",NA,FALSE,"3877_5_3J"
2017,5,3888,17,"I",2,NA,10.5,2,"3","2017",NA,FALSE,"3888_5_17I"
2017,5,3896,10,"F",3,NA,8,1,"2","2017",NA,FALSE,"3896_5_10F"
2017,5,3907,16,"B",2,NA,11.5,1,"3.5","2017",NA,FALSE,"3907_5_16B"
2017,5,3941,7,"B",5,NA,7,4,"2","2017",NA,FALSE,"3941_5_7B"
2017,5,3984,15,"H",3,NA,10,1,"2.5","2016",NA,FALSE,"3984_5_15H"
2017,5,3987,3,"H",3,NA,14.5,2,"3","2016",NA,FALSE,"3987_5_3H"
2017,5,3988,14,"C",4,NA,8,0,NA,"2016",NA,FALSE,"3988_5_14C"
2017,5,3998,3,"H",3,NA,14.5,0,NA,"2016",NA,FALSE,"3998_5_3H"
2017,6,3005,18,"E",2,NA,10.5,1,"3","2016",NA,FALSE,"3005_6_18E"
2017,6,3008,4,"J",5,NA,12.5,3,"4","2016",NA,FALSE,"3008_6_4J"
2017,6,3070,4,"G",7,NA,13,3,"5","2016",NA,FALSE,"3070_6_4G"
2017,6,3136,16,"B",3,NA,13.5,2,"2.8","2016",NA,FALSE,"3136_6_16B"
2017,6,3140,18,"F",2,NA,15,2,"3.5","2016",NA,FALSE,"3140_6_18F"
2017,6,3141,15,"E",6,NA,19,0,NA,"2016",NA,FALSE,"3141_6_15E"
2017,6,3142,19,"D",3,NA,13,2,"3.2","2016",NA,FALSE,"3142_6_19D"
2017,6,3164,13,"A",1,NA,13,0,NA,"2017",NA,FALSE,"3164_6_13A"
2017,6,3173,18,"F",4,NA,9.5,1,"2","2016",NA,FALSE,"3173_6_18F"
2017,6,3179,5,"E",4,NA,18,2,"4","2017",NA,FALSE,"3179_6_5E"
2017,6,3319,11,"A",3,NA,15,1,"1.7","2017",NA,FALSE,"3319_6_11A"
2017,6,3345,12,"D",6,NA,16.5,3,"4.2","2016","fixed ycoor (was C)",TRUE,"3345_6_12D"
2017,6,3358,12,"D",1,NA,20,0,NA,"2017",NA,FALSE,"3358_6_12D"
2017,6,3360,12,"C",2,NA,22.5,1,"2.7","2016",NA,FALSE,"3360_6_12C"
2017,6,3372,14,"G",2,NA,13.5,0,NA,"2017",NA,FALSE,"3372_6_14G"
2017,6,3373,14,"H",3,NA,11,0,NA,"2017",NA,FALSE,"3373_6_14H"
2017,6,3374,18,"H",2,NA,9,0,NA,"2017",NA,FALSE,"3374_6_18H"
2017,6,3400,8,"E",7,NA,15,3,"3.4","2017",NA,FALSE,"3400_6_8E"
2017,6,3518,10,"I",2,NA,15,1,"4.5","2017",NA,FALSE,"3518_6_10I"
2017,6,3541,18,"A",2,NA,15.5,0,NA,"2017",NA,FALSE,"3541_6_18A"
2017,6,3570,19,"F",6,NA,15,4,"4","2016",NA,FALSE,"3570_6_19F"
2017,6,3601,12,"B",1,NA,17.5,1,"2","2017",NA,FALSE,"3601_6_12B"
2017,6,3630,16,"I",4,NA,13,1,"2","2016",NA,FALSE,"3630_6_16I"
2017,6,3643,18,"H",3,NA,17,1,"2","2016",NA,FALSE,"3643_6_18H"
2017,6,3648,16,"F",4,NA,18.5,2,"4","2016",NA,FALSE,"3648_6_16F"
2017,6,3669,14,"E",1,NA,8,1,"4.5","2016",NA,FALSE,"3669_6_14E"
2017,6,3825,12,"C",3,NA,21.5,0,NA,"2016",NA,FALSE,"3825_6_12C"
2017,6,3887,16,"D",2,NA,14.5,1,"2.5","2017",NA,FALSE,"3887_6_16D"
2017,6,3916,7,"C",1,NA,26.5,0,NA,"2016",NA,FALSE,"3916_6_7C"
2017,7,3044,7,"D",2,NA,20,1,"2","2016","one ycoor fixed (was NA)",TRUE,"3044_7_7D"
2017,7,3069,1,"C",4,NA,18.5,2,"3.8","2016",NA,FALSE,"3069_7_1C"
2017,7,3089,5,"I",2,NA,17,2,"3","2017",NA,FALSE,"3089_7_5I"
2017,7,3100,9,"B",2,NA,19,1,"4.5","2017",NA,FALSE,"3100_7_9B"
2017,7,3131,12,"F",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3131_7_12F"
2017,7,3296,9,"C",3,NA,18,2,"3","2016",NA,FALSE,"3296_7_9C"
2017,7,3308,0,"I",1,NA,19,1,"2.4","2017",NA,FALSE,"3308_7_0I"
2017,7,3327,1,"H",1,NA,15,0,NA,"2017",NA,FALSE,"3327_7_1H"
2017,7,3357,13,"G",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3357_7_13G"
2017,7,3368,7,"I",8,NA,14,6,"3","2017",NA,FALSE,"3368_7_7I"
2017,7,3370,2,"A",3,NA,17,2,"3.5","2017",NA,FALSE,"3370_7_2A"
2017,7,3375,3,"C",2,NA,17,1,"1.5","2017",NA,FALSE,"3375_7_3C"
2017,7,3398,9,"C",4,NA,14,0,NA,"2016","tag changed based on 2019 note (was 3396)",TRUE,"3398_7_9C"
2017,7,3513,13,"C",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3513_7_13C"
2017,7,3636,3,"J",2,NA,15.5,1,"4","2017",NA,FALSE,"3636_7_3J"
2017,7,3688,7,"H",4,NA,18,2,"4.5","2016",NA,FALSE,"3688_7_7H"
2017,7,3696,13,"D",NA,NA,NA,NA,NA,"2016",NA,FALSE,"3696_7_13D"
2017,7,3866,10,"B",5,NA,17,2,"5","2016",NA,FALSE,"3866_7_10B"
2017,7,3874,8,"C",4,NA,22,1,"4","2016",NA,FALSE,"3874_7_8C"
2017,7,3915,1,"F",2,NA,18,1,"2","2017",NA,FALSE,"3915_7_1F"
2017,7,3981,0,"D",2,NA,16,0,NA,"2017",NA,FALSE,"3981_7_0D"
2017,7,3994,9,"J",6,NA,14,2,"4.2","2016",NA,FALSE,"3994_7_9J"
2017,9,3059,11,"0.21",3,NA,20,1,"3.5","2017",NA,FALSE,"3059_9_110.21"
2017,9,3143,14,"0.95",4,NA,22,1,"3","2017",NA,FALSE,"3143_9_140.95"
2017,9,3183,13,"0.19",6,NA,21,2,"4","2017",NA,FALSE,"3183_9_130.19"
2017,9,3639,11,"0.09",8,NA,20.5,2,"3.5","2017",NA,FALSE,"3639_9_110.09"
2017,10,3190,1,"B",1,NA,14.5,0,NA,"2016",NA,FALSE,"3190_10_1B"
2017,10,3353,5,"E",1,NA,24.5,0,NA,"2016",NA,FALSE,"3353_10_5E"
2017,10,3378,5,"D",2,NA,19,0,NA,"2017",NA,FALSE,"3378_10_5D"
2017,10,3547,4,"F",2,NA,20.5,0,NA,"2016",NA,FALSE,"3547_10_4F"
2017,10,3655,6,"B",2,NA,20.5,0,NA,"2017",NA,FALSE,"3655_10_6B"
2017,10,3670,4,"E",0,NA,NA,NA,NA,"2016",NA,FALSE,"3670_10_4E"
2017,12,3002,3,"B",1,NA,7,2,"2.5","2016",NA,FALSE,"3002_12_3B"
2017,12,3354,15,"G",1,NA,7,0,NA,"2016",NA,FALSE,"3354_12_15G"
2017,12,3366,15,"D",2,NA,10.5,1,"3","2017",NA,FALSE,"3366_12_15D"
2017,12,3369,14,"C",2,NA,3.5,0,NA,"2017",NA,FALSE,"3369_12_14C"
2017,12,3376,16,"E",1,NA,2,0,NA,"2017",NA,FALSE,"3376_12_16E"
2017,12,3386,17,"D",2,NA,4,0,NA,"2017",NA,FALSE,"3386_12_17D"
2017,12,3388,18,"E",1,NA,3.5,0,NA,"2017",NA,FALSE,"3388_12_18E"
2017,12,3394,16,"C",1,NA,4,0,NA,"2017",NA,FALSE,"3394_12_16C"
2017,12,3395,17,"C",1,NA,3.5,0,NA,"2017",NA,FALSE,"3395_12_17C"
2017,12,3536,18,"A",3,NA,11.5,2,"4","2016",NA,FALSE,"3536_12_18A"
2017,12,3551,11,"H",2,NA,8,2,"2","2016",NA,FALSE,"3551_12_11H"
2017,12,3578,15,"A",2,NA,9.5,2,"2.2","2016",NA,FALSE,"3578_12_15A"
2017,12,3834,15,"C",2,NA,7.5,0,NA,"2016",NA,FALSE,"3834_12_15C"
2017,12,3876,11,"H",1,NA,8,0,NA,"2016",NA,FALSE,"3876_12_11H"
2017,13,3009,17,"J",5,NA,12.5,1,"2.5","2016",NA,FALSE,"3009_13_17J"
2017,13,3018,10,"G",2,NA,13,2,"4","2017",NA,FALSE,"3018_13_10G"
2017,13,3023,16,"G",5,NA,14.5,2,"2","2016",NA,FALSE,"3023_13_16G"
2017,13,3027,0,"C",4,NA,11,2,"3","2016",NA,FALSE,"3027_13_0C"
2017,13,3039,0,"E",2,NA,17,2,"4","2016",NA,FALSE,"3039_13_0E"
2017,13,3061,19,"E",1,NA,5.5,0,NA,"2016",NA,FALSE,"3061_13_19E"
2017,13,3079,9,"B",13,NA,10.5,4,"4.5","2016",NA,FALSE,"3079_13_9B"
2017,13,3088,9,"B",7,NA,10,2,"3","2016",NA,FALSE,"3088_13_9B"
2017,13,3123,5,"H",24,NA,10,5,"4.5","2016",NA,FALSE,"3123_13_5H"
2017,13,3128,13,"H",5,NA,10,3,"3","2016",NA,FALSE,"3128_13_13H"
2017,13,3142,17,"A",2,NA,13,2,"2.5","2017","tag changed in 2019 (was 3387)",TRUE,"3142_13_17A"
2017,13,3154,16,"J",4,NA,14.5,2,"3","2016",NA,FALSE,"3154_13_16J"
2017,13,3155,5,"A",4,NA,13,4,"3","2016",NA,FALSE,"3155_13_5A"
2017,13,3164,17,"C",3,NA,13,1,"2.5","2017",NA,FALSE,"3164_13_17C"
2017,13,3167,12,"G",3,NA,8,2,"2.2","2016",NA,FALSE,"3167_13_12G"
2017,13,3178,2,"C",2,NA,10,2,"3","2017","tag changed in 2019 (was 3387)",TRUE,"3178_13_2C"
2017,13,3187,1,"J",6,NA,14,2,"3.5","2016",NA,FALSE,"3187_13_1J"
2017,13,3287,10,"H",2,NA,13,1,"2","2016",NA,FALSE,"3287_13_10H"
2017,13,3333,12,"A",2,NA,12,0,"3","2016",NA,FALSE,"3333_13_12A"
2017,13,3336,3,"C",5,NA,13,2,"2.5","2016",NA,FALSE,"3336_13_3C"
2017,13,3355,16,"C",1,NA,17,0,NA,"2017",NA,FALSE,"3355_13_16C"
2017,13,3356,15,"G",3,NA,8,2,"3","2016",NA,FALSE,"3356_13_15G"
2017,13,3357,16,"J",1,NA,16,0,NA,"2017",NA,FALSE,"3357_13_16J"
2017,13,3358,16,"A",1,NA,15,0,NA,"2017",NA,FALSE,"3358_13_16A"
2017,13,3359,14,"H",2,NA,8.5,1,"3","2016",NA,FALSE,"3359_13_14H"
2017,13,3367,3,"H",2,NA,8,1,"2.5","2017",NA,FALSE,"3367_13_3H"
2017,13,3373,13,"J",2,NA,10,0,NA,"2017",NA,FALSE,"3373_13_13J"
2017,13,3375,14,"F",1,NA,9.5,0,NA,"2017",NA,FALSE,"3375_13_14F"
